product_name,store_name,reviewer_name,rating,review_text,review_date,variant,review_id,sentiment_label,review_text_raw,review_text_clean,text_length,label
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"tidak perlu diragukan udah, gua udah bandingin kemana mana tetep toko ini the best",Lebih dari 1 tahun lalu,Promo Black - 128GB,bcc8aeb141b2,Positif,"tidak perlu diragukan udah, gua udah bandingin kemana mana tetep toko ini the best",tidak perlu diragukan udah gua udah bandingin kemana mana tetep toko ini the best,14,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,t***n,5,Pengirimannya cepat Packingnya aman Dan pasti beneran ori ibox 👍🏻,Lebih dari 1 tahun lalu,Black,e90cd849d7e2,Positif,Pengirimannya cepat Packingnya aman Dan pasti beneran ori ibox 👍🏻,pengirimannya cepat packingnya aman dan pasti beneran ori ibox,9,1
"[ RESMI ] Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Garansi Resmi - ID PA SA/A - [ DIGITECH } - 256GB , Deep Blue",Digitech Mall,Anonymous,5,"Baik, sesuai produk, mudah mudahan awet. Terima kasih",6 bulan lalu,A,d8eb3a6f4a09,Positif,"Baik, sesuai produk, mudah mudahan awet. Terima kasih",baik sesuai produk mudah mudahan awet terima kasih,8,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Rekomendasi bngt buat kalian yang nyari Ip tpi harga murah Kualitas Ory Ibox Gua saranin beli disini. Bner bner barang sma packingan nya aman banget sesuai. Puas banget d...,Lebih dari 1 tahun lalu,Black,3a407181abd7,Positif,Rekomendasi bngt buat kalian yang nyari Ip tpi harga murah Kualitas Ory Ibox Gua saranin beli disini. Bner bner barang sma packingan nya aman banget sesuai. Puas banget d...,rekomendasi bngt buat kalian yang nyari ip tpi harga murah kualitas ory ibox gua saranin beli disini bner bner barang sma packingan nya aman banget sesuai puas banget d,29,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,f***d,5,"mantap seller saya 2x beli hp disini aman terus, packing tebal sampe kaya bantal, kamera 3 boba sangat bagus tidak diragukan, chipset kencang, garansi resmi mantap hati t...",Lebih dari 1 tahun lalu,White - 128GB,109d03513bdd,Positif,"mantap seller saya 2x beli hp disini aman terus, packing tebal sampe kaya bantal, kamera 3 boba sangat bagus tidak diragukan, chipset kencang, garansi resmi mantap hati t...",mantap seller saya 2x beli hp disini aman terus packing tebal sampe kaya bantal kamera 3 boba sangat bagus tidak diragukan chipset kencang garansi resmi mantap hati t,28,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,J***g,5,"The best. Akhirnya sampe juga, dapet barang PA/A. Adminnya responsif banget. Recommended seller!",Lebih dari 1 tahun lalu,Promo Natural - 128GB,e3b803eb75bd,Positif,"The best. Akhirnya sampe juga, dapet barang PA/A. Adminnya responsif banget. Recommended seller!",the best akhirnya sampe juga dapet barang pa a adminnya responsif banget recommended seller,14,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Milano Cell,Anonymous,5,Sipp,Lebih dari 1 tahun lalu,White,fa9b8c6c49e3,Positif,Sipp,sipp,1,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Pengiriman aman. Barang ORI iBox. Seller ramah,Lebih dari 1 tahun lalu,White,bcd06c32b1ae,Positif,Pengiriman aman. Barang ORI iBox. Seller ramah,pengiriman aman barang ori ibox seller ramah,7,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,N***l,5,"Barang sudah di terima dengan baik, mulai dari order, di proses, di packing sampai serah terima di hari yang sama, janjian dengan admin untuk pick up sendiri, ternyata da...",Lebih dari 1 tahun lalu,White - 128GB,6d99ceaa1307,Positif,"Barang sudah di terima dengan baik, mulai dari order, di proses, di packing sampai serah terima di hari yang sama, janjian dengan admin untuk pick up sendiri, ternyata da...",barang sudah di terima dengan baik mulai dari order di proses di packing sampai serah terima di hari yang sama janjian dengan admin untuk pick up sendiri ternyata da,29,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,S***h,5,Mantap Amanah 100% harga termurah sejagad raya 🔥,Lebih dari 1 tahun lalu,Black,c1824c1e7487,Positif,Mantap Amanah 100% harga termurah sejagad raya 🔥,mantap amanah 100 harga termurah sejagad raya,7,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Sukses selalu untuk Millano, barang mantap, tepat waktu, original garansi IBOX😘😘😘pokonya puas belanja disini..",Lebih dari 1 tahun lalu,White,9bbe0ca9bf5e,Positif,"Sukses selalu untuk Millano, barang mantap, tepat waktu, original garansi IBOX😘😘😘pokonya puas belanja disini..",sukses selalu untuk millano barang mantap tepat waktu original garansi ibox pokonya puas belanja disini,15,1
"Apple iPhone 17 256GB 512GB | Garansi iBox Indonesia | Original | BNIB - 256GB White, Non Bundle",Digitalisme Store,g***a,5,paling bener emang belanja barang2 kek ginian cukup ke toko ini. ga bikin kapok justru bikin ketagihan belanja karena harganya mumer ditambah suka dapet bonus dan diskona...,4 bulan lalu,512GB - Lavender,bd67424bc517,Positif,paling bener emang belanja barang2 kek ginian cukup ke toko ini. ga bikin kapok justru bikin ketagihan belanja karena harganya mumer ditambah suka dapet bonus dan diskona...,paling bener emang belanja barang2 kek ginian cukup ke toko ini ga bikin kapok justru bikin ketagihan belanja karena harganya mumer ditambah suka dapet bonus dan diskona,27,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Mantappp seller fast respon warna sesuai jg pokoknya mantapppp,Lebih dari 1 tahun lalu,256Gb - Green,590f62632856,Positif,Mantappp seller fast respon warna sesuai jg pokoknya mantapppp,mantappp seller fast respon warna sesuai jg pokoknya mantapppp,9,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,G***h,5,"alhamdulillah barang sampai dgn selamat, diminta kirim dengan instant lgsng disiapkan, admin responsif banget dan bantu followup terus biar pengiriman nya cepat, saya dpt...",Lebih dari 1 tahun lalu,Promo Black - 256GB,c1c3d16e3e14,Positif,"alhamdulillah barang sampai dgn selamat, diminta kirim dengan instant lgsng disiapkan, admin responsif banget dan bantu followup terus biar pengiriman nya cepat, saya dpt...",alhamdulillah barang sampai dgn selamat diminta kirim dengan instant lgsng disiapkan admin responsif banget dan bantu followup terus biar pengiriman nya cepat saya dpt,24,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,D***s,5,"Mantap, original 100% Jangan ragu belanja di official store ya.",Lebih dari 1 tahun lalu,256Gb - Blue,6eafd5d8041d,Positif,"Mantap, original 100% Jangan ragu belanja di official store ya.",mantap original 100 jangan ragu belanja di official store ya,10,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Overall oke banget. Thankyou 🙌,Lebih dari 1 tahun lalu,128Gb - Graphite,1ceddc3e65e7,Positif,Overall oke banget. Thankyou 🙌,overall oke banget thankyou,4,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Barang sesuai, ok dah pokoknya, cuma agak lama antri di pickup pengiriman, kalo pengirimannya sih 1 hari aja",Lebih dari 1 tahun lalu,Black,8211b872f734,Positif,"Barang sesuai, ok dah pokoknya, cuma agak lama antri di pickup pengiriman, kalo pengirimannya sih 1 hari aja",barang sesuai ok dah pokoknya cuma agak lama antri di pickup pengiriman kalo pengirimannya sih 1 hari aja,18,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,Cakeppp terpercaya❤️,Lebih dari 1 tahun lalu,Promo Natural - 256GB,2e42ad114953,Positif,Cakeppp terpercaya❤️,cakeppp terpercaya,2,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,A***a,5,"Packing rapi banget, dapet ibox PA/A, apesnya pas barang nyampe harga turun hampir 100k",Lebih dari 1 tahun lalu,Black,f6bfb82ef7de,Positif,"Packing rapi banget, dapet ibox PA/A, apesnya pas barang nyampe harga turun hampir 100k",packing rapi banget dapet ibox pa a apesnya pas barang nyampe harga turun hampir 100k,15,1
"[ RESMI ] Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Garansi Resmi - ID PA SA/A - [ DIGITECH } - 256GB , Deep Blue",Digitech Mall,A***m,5,Baik berfungsi dengan baik terima kasih banyak,6 bulan lalu,A,031093709fb1,Positif,Baik berfungsi dengan baik terima kasih banyak,baik berfungsi dengan baik terima kasih banyak,7,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,A***a,5,"Uwaaa paket ny udh nyampek, makasih kak Milano Cell. Amanah banget belanja di sini . Buat kalian yg mau order jangan khawatir di jamin amanah .",Lebih dari 1 tahun lalu,White,7f63a8800d9e,Positif,"Uwaaa paket ny udh nyampek, makasih kak Milano Cell. Amanah banget belanja di sini . Buat kalian yg mau order jangan khawatir di jamin amanah .",uwaaa paket ny udh nyampek makasih kak milano cell amanah banget belanja di sini buat kalian yg mau order jangan khawatir di jamin amanah,24,1
APPLE iPhone 13 - iPhone 14 - iPhone 15 - iPhone 16 - iPhone 17 Resmi IBOX DIGIMAP GDN - 13 128GB Midnight,Unknown,Anonymous,5,mantep,4 hari lalu,17 PRO 256GB Deep Blue,a19b01e7b659,Positif,mantep,mantep,1,1
APPLE iPhone 13 - iPhone 14 - iPhone 15 - iPhone 16 - iPhone 17 Resmi IBOX DIGIMAP GDN - 13 128GB Midnight,Unknown,Anonymous,5,barang ori,1 hari lalu,16 128GB Teal,f4476546c1f6,Positif,barang ori,barang ori,2,1
APPLE iPhone 13 - iPhone 14 - iPhone 15 - iPhone 16 - iPhone 17 Resmi IBOX DIGIMAP GDN - 13 128GB Midnight,Unknown,f***i,5,barang nyampe dgn baik aman admin ramah thanks,3 hari lalu,13 128GB Midnight,06dc15b54aa4,Positif,barang nyampe dgn baik aman admin ramah thanks,barang nyampe dgn baik aman admin ramah thanks,8,1
"iPhone 17 - Garansi Resmi Apple Indonesia - Black, 256 GB",Peace Cell Marina Online,R***i,5,"proses pengemasan sangat cepat, cuma 1 jam barang udah sampai. packing lumayan aman dengan memperhatikan hal2 kecil. barang sesuai dan harga juga bersaing. thank you!",1 bulan lalu,Black - 256 GB,9acb651a3cf2,Positif,"proses pengemasan sangat cepat, cuma 1 jam barang udah sampai. packing lumayan aman dengan memperhatikan hal2 kecil. barang sesuai dan harga juga bersaing. thank you!",proses pengemasan sangat cepat cuma 1 jam barang udah sampai packing lumayan aman dengan memperhatikan hal2 kecil barang sesuai dan harga juga bersaing thank you,25,1
"(RESMI) iPhone 17 256GB 512GB A19 Chip Black White Mist Blue Sage Lavender - 256GB, Lavender",Putra Group,m***s,5,"selalu original, pengiriman cepat, no worry worry club deh belanja disini, udah transaksi kesekian kalinya disini.",4 hari lalu,256GB - Sage,aa1f304f39fa,Positif,"selalu original, pengiriman cepat, no worry worry club deh belanja disini, udah transaksi kesekian kalinya disini.",selalu original pengiriman cepat no worry worry club deh belanja disini udah transaksi kesekian kalinya disini,16,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,M***d,5,"Mendarat mulus,sesuai request kode unit juga. Excellent service,kerenn. Terimakasih bonusannya juga 👌",Lebih dari 1 tahun lalu,Black+Proteksi - 256GB,4283cdca9b7a,Positif,"Mendarat mulus,sesuai request kode unit juga. Excellent service,kerenn. Terimakasih bonusannya juga 👌",mendarat mulus sesuai request kode unit juga excellent service kerenn terimakasih bonusannya juga,13,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,Thanks,Lebih dari 1 tahun lalu,Promo Natural - 256GB,151eb4702025,Positif,Thanks,thanks,1,1
"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,X***k,5,"Kejernihan lensa: Ok Kualitas pengerjaan: Ok Jika yang mau beli handphone, di mari aja DIGITECH , terutama iphone, harga terjangkau, unit resmi bergaransi bli bli, seller...",1 minggu lalu,256GB - Lavender,5be2686dfdec,Positif,"Kejernihan lensa: Ok Kualitas pengerjaan: Ok Jika yang mau beli handphone, di mari aja DIGITECH , terutama iphone, harga terjangkau, unit resmi bergaransi bli bli, seller...",kejernihan lensa ok kualitas pengerjaan ok jika yang mau beli handphone di mari aja digitech terutama iphone harga terjangkau unit resmi bergaransi bli bli seller,25,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,A***i,5,"Barang Ori, mulus, pengiriman cepat dan aman pake kurir",Lebih dari 1 tahun lalu,Promo Natural - 512GB,f701a91a6c22,Positif,"Barang Ori, mulus, pengiriman cepat dan aman pake kurir",barang ori mulus pengiriman cepat dan aman pake kurir,9,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,T***a,1,minta ibox di kasih gdn .. pengiriman lama sekali..,Lebih dari 1 tahun lalu,White - 256GB,0dbc3307f950,Negatif,minta ibox di kasih gdn .. pengiriman lama sekali..,minta ibox di kasih gdn pengiriman lama sekali,8,0
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,Courier stole the product. Never order a mobile phone through Tokopedia. A refund will take a month. It isn’t worth the hassle to try to save Rp1-2 million.,Lebih dari 1 tahun lalu,13 Pro 256GB - Sierra Blue,c3673ab2b26d,Negatif,Courier stole the product. Never order a mobile phone through Tokopedia. A refund will take a month. It isn’t worth the hassle to try to save Rp1-2 million.,courier stole the product never order a mobile phone through tokopedia a refund will take a month it isn t worth the hassle to try to save rp1 2 million,30,0
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,Barang masih di segel rapi. Berfungsi dengan baik,Lebih dari 1 tahun lalu,Promo Black - 256GB,75fe02435776,Positif,Barang masih di segel rapi. Berfungsi dengan baik,barang masih di segel rapi berfungsi dengan baik,8,1
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,1,Tolong dong packing d perbaiki yg tebel yg aman rawan penyok dus masak packing hp mahal kalah ma buntel tempe,2 minggu lalu,IPHONE 14 BLUE,4e15caa2093a,Negatif,Tolong dong packing d perbaiki yg tebel yg aman rawan penyok dus masak packing hp mahal kalah ma buntel tempe,tolong dong packing d perbaiki yg tebel yg aman rawan penyok dus masak packing hp mahal kalah ma buntel tempe,20,0
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Milano Cell,M***g,1,HP SECOND . KATANYA BARU TERNYATA DI KIRIM SUDAH AKTIF .,Lebih dari 1 tahun lalu,Black,d96dbeba6fa9,Negatif,HP SECOND . KATANYA BARU TERNYATA DI KIRIM SUDAH AKTIF .,hp second katanya baru ternyata di kirim sudah aktif,9,0
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,i***l,5,barang oke,Lebih dari 1 tahun lalu,Promo Blue - 128GB,daaa7234e1ea,Positif,barang oke,barang oke,2,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,R***n,5,Packing mantap dan barang tersegel dengan baik. Lgs unboxing berfungsi dg baik. CS responsif. trims,Lebih dari 1 tahun lalu,Promo Black - 128GB,8a32b46ea816,Positif,Packing mantap dan barang tersegel dengan baik. Lgs unboxing berfungsi dg baik. CS responsif. trims,packing mantap dan barang tersegel dengan baik lgs unboxing berfungsi dg baik cs responsif trims,15,1
"Apple iPhone 17 - Garansi Resmi Apple Indonesia - 256GB, Lavender",Universe Gadget Store_NEW,C***o,5,Bessstttttt,1 minggu lalu,256GB - Mist Blue,0a47e2b7fc6f,Positif,Bessstttttt,bessstttttt,1,1
"Apple iPhone 17 Pro Chip A19 Pro 1TB 512GB 256GB Silver Cosmic Orange Deep Blue Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,D***i,5,"Pengiriman cepat bgt. Rilis 4 nov, lgsung dikirim besoknya 🥰 hp nya juga mantaps 😍😍😍",Lebih dari 1 tahun lalu,IBOX - DEEP PURPLE,62473272972c,Positif,"Pengiriman cepat bgt. Rilis 4 nov, lgsung dikirim besoknya 🥰 hp nya juga mantaps 😍😍😍",pengiriman cepat bgt rilis 4 nov lgsung dikirim besoknya hp nya juga mantaps,13,1
"Apple iPhone 17 256GB 512GB | Garansi iBox Indonesia | Original | BNIB - 256GB White, Non Bundle",Digitalisme Store,K***a,5,"semua berfungsi dengan baik, pokoknya keren banget produk nya. gak pernah mengecewakan sih,mantap banget.",4 bulan lalu,512GB - Lavender,ade27a294f22,Positif,"semua berfungsi dengan baik, pokoknya keren banget produk nya. gak pernah mengecewakan sih,mantap banget.",semua berfungsi dengan baik pokoknya keren banget produk nya gak pernah mengecewakan sih mantap banget,15,1
"APPLE IPHONE 17 256GB | 512GB GARANSI RESMI APPLE INDONESIA - 256GB, Mist Blue",Qstore Pedia,F***u,5,Mantap proses cepat garansi resmi,3 minggu lalu,256GB - Black,e216269ec0ee,Positif,Mantap proses cepat garansi resmi,mantap proses cepat garansi resmi,5,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,i***a,5,Barang sudah sampe garansi resmi dapet tang TAM. PA/A,Lebih dari 1 tahun lalu,Blue - 128GB,86ba6553586e,Positif,Barang sudah sampe garansi resmi dapet tang TAM. PA/A,barang sudah sampe garansi resmi dapet tang tam pa a,10,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,GOKIL ORDER JAM SETENGAH 6 SORE LANGSUNG DI GOJEK DAN LANGSUNG SAMPAI DENGAN AMAN 🤩,1 bulan lalu,256Gb - Silver,c9a77cfe6678,Positif,GOKIL ORDER JAM SETENGAH 6 SORE LANGSUNG DI GOJEK DAN LANGSUNG SAMPAI DENGAN AMAN 🤩,gokil order jam setengah 6 sore langsung di gojek dan langsung sampai dengan aman,14,1
"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,V***v,5,wowww,3 hari lalu,256GB - Black,a4d19354b57d,Positif,wowww,wowww,1,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,i***a,5,"Masya allah, takut sx sebenarnya pesan online, tpi alhamdulillah, barangnya sudah sampai dengan selamat🥰🥰🥰🥰🥰🥰",Lebih dari 1 tahun lalu,Purple,8d9ca6d7c1df,Positif,"Masya allah, takut sx sebenarnya pesan online, tpi alhamdulillah, barangnya sudah sampai dengan selamat🥰🥰🥰🥰🥰🥰",masya allah takut sx sebenarnya pesan online tpi alhamdulillah barangnya sudah sampai dengan selamat,14,1
