product_name,store_name,reviewer_name,rating,review_text,review_date,variant,review_id,sentiment_label,review_text_raw,review_text_clean,text_length
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,3,tidak balas pesan,Lebih dari 1 tahun lalu,,7f39780422f3,Netral,[EDA] tidak balas pesan,tidak balas pesan,3
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,S***n,1,Barang bekas,Lebih dari 1 tahun lalu,Promax 128GB - Sierra Blue,859788761506,Negatif,[EDA] barang bekas,barang bekas,2
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,H***y,3,"Judul produknya perlu diperjelas. Judulnya iBox tp opsi produknya ga semuanya iBox ada inter jg. Interpun ga kasih tulisannya inter. Jadi yg mo order, bener2 dbaca aja. K...",Lebih dari 1 tahun lalu,Promax 256GB - Sierra Blue,7705ed8ed5d3,Netral,[EDA] judul produknya perlu diperjelas judulnya ibox tp opsi produknya ga semuanya ibox ada inter jg interpun ga kasih tulisannya inter yg mo order dbaca aja k,judul produknya perlu diperjelas judulnya ibox tp opsi produknya ga semuanya ibox ada inter jg interpun ga kasih tulisannya inter yg mo order dbaca aja k,28
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,R***o,1,"Ini buat kalian yang mau beli di Toko ini ya mudah-mudahan ulasan saya ini membantu kalian yg mau beli handphone di Toko ini , saya ada 2 order iphone 13 promax Dan Googl...",Lebih dari 1 tahun lalu,Promax 128GB - Sierra Blue,51498a9c6fde,Negatif,[EDA] ini buat kalian yang mau beli di toko ini ya mudah mudahan ulasan saya ini membantu kalian yg mau beli handphone di toko ini saya ada 2 order iphone 13 promax dan googl,ini buat kalian yang mau beli di toko ini ya mudah mudahan ulasan saya ini membantu kalian yg mau beli handphone di toko ini saya ada 2 order iphone 13 promax dan googl,33
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,F***h,5,"Best price, fast response. Packing mantap 👍",Lebih dari 1 tahun lalu,256Gb - Green,2a0e5780787e,Positif,"Best price, fast response. Packing mantap 👍",best price fast response packing mantap,6
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,A***q,2,"IMEI HP tidak terdaftar, ketika di complain proses nya lama, baru di proses 10 hari telahcomplain.",Lebih dari 1 tahun lalu,13 Pro 256GB - Gold,1d932cdea56f,Negatif,[EDA] imei hp tidak terdaftar ketika complain proses nya lama baru proses 10 hari telahcomplain,imei hp tidak terdaftar ketika complain proses nya lama baru proses 10 hari telahcomplain,16
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,1,"dari beberapa pesanan. saya dapet satu ini yg packing tidak aman, bubble wrap tipis dan pendek. unit pada penyok sudutnya",1 bulan lalu,IPHONE 13 BLACK,0e5965fb4419,Negatif,[EDA] dari beberapa pesanan saya dapet satu penyok yg tipis tidak aman bubble wrap packing dan pendek unit pada ini sudutnya,dari beberapa pesanan saya dapet satu penyok yg tipis tidak aman bubble wrap packing dan pendek unit pada ini sudutnya,20
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,P***u,3,untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam. gila harga 21jt masih disuruh beli packing lag...,Lebih dari 1 tahun lalu,Black - 128GB,7ff997a39d70,Netral,[EDA] untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam gila harga 21jt masih disuruh beli packing lag,untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam gila harga 21jt masih disuruh beli packing lag,29
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Pengiriman aman. Barang ORI iBox. Seller ramah,Lebih dari 1 tahun lalu,White,bcd06c32b1ae,Positif,Pengiriman aman. Barang ORI iBox. Seller ramah,pengiriman aman barang ori ibox seller ramah,7
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,Produk original. Packing aman. Proses pengiriman ok.,Lebih dari 1 tahun lalu,Promo Natural - 128GB,324ac2e845ad,Positif,Produk original. Packing aman. Proses pengiriman ok.,produk original packing aman proses pengiriman ok,7
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,2,"Pelayanan superrr lama.. pesan instant, dikirim next day, nyampe maghrib pula, pdhl diblg ikut pengiriman pertama. alasannya ad urusan jd tutup cepet. alasan ini jg dibil...",Lebih dari 1 tahun lalu,13 Pro 128GB - Green IBOX,96ae4474facb,Negatif,[EDA] superrr pesan instant dikirim next day nyampe maghrib pula pdhl diblg ikut pengiriman pertama alasannya ad urusan jd cepet alasan ini jg dibil,superrr pesan instant dikirim next day nyampe maghrib pula pdhl diblg ikut pengiriman pertama alasannya ad urusan jd cepet alasan ini jg dibil,26
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,2,Terutama after sale ya Dgn mudah nya bilang ‘barang blm tentu diganti’ kalian pikir ini barang 300rb coba lah untuk berbahasa dgn baik,Lebih dari 1 tahun lalu,Promo Natural - 128GB,94c0935ec0fe,Negatif,[EDA] terutama after sale ya dgn mudah nya bilang barang blm tentu diganti kalian pikir ini barang 300rb coba lah untuk berbahasa dgn baik,terutama after sale ya dgn mudah nya bilang barang blm tentu diganti kalian pikir ini barang 300rb coba lah untuk berbahasa dgn baik,23
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,E***s,1,"Untuk unit brand new in box, namun ketika diawal pembalian dan tanya apakah unit inter ini dapat sinyal. Toko ini claim bahwa sinyal dapat digunakan walau iphone inter. 2...",Lebih dari 1 tahun lalu,13 Pro 128GB - Graphite,b215e9c0d13e,Negatif,[EDA] untuk unit new in box namun ketika diawal pembalian dan tanya apakah unit inter ini dapat sinyal toko ini claim bahwa sinyal dapat digunakan walau iphone inter 2,untuk unit new in box namun ketika diawal pembalian dan tanya apakah unit inter ini dapat sinyal toko ini claim bahwa sinyal dapat digunakan walau iphone inter 2,29
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,h***n,2,warna tidak sesuai pesanan,Lebih dari 1 tahun lalu,Promax 128GB - Green IBOX,8f58407a575b,Negatif,[EDA] warna tidak pesanan,warna tidak pesanan,4
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,N***a,1,SINYAL HILANG NGGA DIURUSIN,Lebih dari 1 tahun lalu,Promax 256GB - Blue IBOX,c901279597bc,Negatif,[EDA] diurusin hilang ngga sinyal,diurusin hilang ngga sinyal,4
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Mantab pengiriman cepat banget seller the best,1 bulan lalu,256Gb - Cosmic Orange,5b6db820955b,Positif,Mantab pengiriman cepat banget seller the best,mantab pengiriman cepat banget seller the best,7
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"beli 13 pro ibox yang datang iphone 12 pro max HDC. proses berlanjut ke pengembalian barang yang katanya tertukar, dan akhirnya mengarah ke oknum kurir anter aja melakuka...",Lebih dari 1 tahun lalu,13 Pro 128GB - Blue IBOX,9b74f90d04d8,Negatif,[EDA] beli 13 pro ibox yang pro iphone 12 melakuka max hdc proses berlanjut ke pengembalian barang yang katanya tertukar dan akhirnya mengarah ke oknum kurir anter aja datang,beli 13 pro ibox yang pro iphone 12 melakuka max hdc proses berlanjut ke pengembalian barang yang katanya tertukar dan akhirnya mengarah ke oknum kurir anter aja datang,28
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,A***d,1,Tolong dong packing d perbaiki yg tebel yg aman rawan penyok dus masak packing hp mahal kalah ma buntel tempe,2 minggu lalu,IPHONE 14 WHITE,4572406cc40e,Negatif,[EDA] tolong dong packing d perbaiki yg tebel yg aman rawan tempe dus masak packing hp penyok kalah ma buntel mahal,tolong dong packing d perbaiki yg tebel yg aman rawan tempe dus masak packing hp penyok kalah ma buntel mahal,20
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"barang sih ok berfungsi dengan baik, tapi yang disayangkan janji penjual tidak sesuai, sebelum saya bayar saya sudah pastikan apakah masih dapat free hydrogelnya, katanya...",Lebih dari 1 tahun lalu,Promax 256GB - Sierra Blue,ee1a85995514,Negatif,[EDA] barang sih ok berfungsi dengan baik tapi yang disayangkan janji penjual tidak sesuai sebelum saya bayar saya sudah pastikan apakah masih dapat free hydrogelnya katanya,barang sih ok berfungsi dengan baik tapi yang disayangkan janji penjual tidak sesuai sebelum saya bayar saya sudah pastikan apakah masih dapat free hydrogelnya katanya,25
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,S***a,1,"Halo, untuk itemnya kurang sesuai nih, karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya dari mana saja, sehingga pada akhirnya saya terima barangny...",Lebih dari 1 tahun lalu,Promax 256GB - Graphite,33073f4b59ac,Negatif,[EDA] halo untuk itemnya kurang sesuai nih karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya dari mana saja sehingga pada akhirnya saya terima barangny,halo untuk itemnya kurang sesuai nih karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya dari mana saja sehingga pada akhirnya saya terima barangny,27
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,T***a,1,minta ibox di kasih gdn .. pengiriman lama sekali..,Lebih dari 1 tahun lalu,White - 256GB,0dbc3307f950,Negatif,[EDA] minta ibox di kasih gdn pengiriman lelet sekali,minta ibox di kasih gdn pengiriman lelet sekali,8
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,P***u,3,untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam. gila harga 21jt masih disuruh beli packing lag...,Lebih dari 1 tahun lalu,Black - 128GB,7ff997a39d70,Netral,[EDA] untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam gila harga 21jt masih disuruh beli packing lag,untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam gila harga 21jt masih disuruh beli packing lag,29
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,S***a,1,"Halo, untuk itemnya kurang sesuai nih, karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya dari mana saja, sehingga pada akhirnya saya terima barangny...",Lebih dari 1 tahun lalu,Promax 256GB - Graphite,33073f4b59ac,Negatif,[EDA] halo untuk itemnya sesuai nih karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya mana saja sehingga pada akhirnya terima barangny,halo untuk itemnya sesuai nih karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya mana saja sehingga pada akhirnya terima barangny,27
"iPhone 17 Pro Max ProMax 256GB 512GB 1TB A19 Pro Chip Silver Cosmic Orange Deep Blue - 256 GB, Deep Blue",Kawan Gadget Store,A***s,2,"Telat baca referensi nya, kalau track record pengiriman nya sangat LAMBAT. Percuma pakai fasilitas INSTANT, butuh 3 hari baru barang di terima…",4 bulan lalu,1TB - Cosmic Orange,d2c95a41b9e5,Negatif,"Telat baca referensi nya, kalau track record pengiriman nya sangat LAMBAT. Percuma pakai fasilitas INSTANT, butuh 3 hari baru barang di terima…",telat baca referensi nya kalau track record pengiriman nya sangat lambat percuma pakai fasilitas instant butuh 3 hari baru barang di terima,22
"(RESMI) iPhone 17 Pro Max ProMax 256GB 512GB 1TB A19 Pro Chip Silver Cosmic Orange Deep Blue - 256GB, Deep Blue",Putra Group,Anonymous,5,"Pengiriman cepat, paket rapi, seller ramah. De best pokoknya",4 bulan lalu,1 TB - Deep Blue,c3d2fd848fa1,Positif,"Pengiriman cepat, paket rapi, seller ramah. De best pokoknya",pengiriman cepat paket rapi seller ramah de best pokoknya,9
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,a***a,5,"Greenpel, imei terdaftar dikemenparin dan proses pengiriman cepat",Lebih dari 1 tahun lalu,128Gb - Gold,661d368bdb78,Positif,"Greenpel, imei terdaftar dikemenparin dan proses pengiriman cepat",greenpel imei terdaftar dikemenparin dan proses pengiriman cepat,8
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,k***i,5,Bagus banget ... 👍,Lebih dari 1 tahun lalu,Black,bc0ef754ea02,Positif,Bagus banget ... 👍,bagus banget,2
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Bagusss bangett thankyouu milano👏🏻💗,Lebih dari 1 tahun lalu,Black,22a6d18aedde,Positif,Bagusss bangett thankyouu milano👏🏻💗,bagusss bangett thankyouu milano,4
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,1,"saya beli lalu saya videokan unboxing lalu setelah saya update ke ios 18, tombol volume atas bermasalah. lalu kata adminnya bawa ke ibox lalu saya bawa ke ibox servicenya...",Lebih dari 1 tahun lalu,Natural - 128GB,7dad1ed638b3,Negatif,[EDA] saya beli lalu atas videokan unboxing lalu setelah saya update ke ios 18 tombol lalu saya bermasalah lalu kata adminnya bawa ke ibox volume saya bawa ke ibox servicenya,saya beli lalu atas videokan unboxing lalu setelah saya update ke ios 18 tombol lalu saya bermasalah lalu kata adminnya bawa ke ibox volume saya bawa ke ibox servicenya,29
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,U***y,5,Aman semuanyaaa💯👍,Lebih dari 1 tahun lalu,White,cf5fd1a570e3,Positif,Aman semuanyaaa💯👍,aman semuanyaaa,2
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"Hp sudah ke blok 2 kali, setiap ke blok harus menunggu 7-14 hari, berati sudah 1 bln lamany. Padahal langganan beli semua item apple dr toko ini, sungguh mengecewakan sek...",Lebih dari 1 tahun lalu,13 Pro 256GB - Graphite,c539ef1fc97e,Negatif,[EDA] hp sudah ke blok 2 kali setiap ke blok harus menunggu 7 14 hari berati sudah 1 bln lamany padahal langganan beli semua item apple dr toko ini sungguh mengecewakan sek,hp sudah ke blok 2 kali setiap ke blok harus menunggu 7 14 hari berati sudah 1 bln lamany padahal langganan beli semua item apple dr toko ini sungguh mengecewakan sek,31
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Semawkin mantabb 🔥🔥🔥🔥🔥🔥🔥🔥,Lebih dari 1 tahun lalu,White,32d7430a9d54,Positif,Semawkin mantabb 🔥🔥🔥🔥🔥🔥🔥🔥,semawkin mantabb,2
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"BARANG TIDAK ADA JARINGAN DARI AWAL BELI, KOMPLAIN JUGA LAMA PROSES NYA..!!",Lebih dari 1 tahun lalu,Promax 128GB - Gold,42d3afb5925e,Negatif,[EDA] barang tidak ada jaringan dari awal beli komplain juga lama proses nya,barang tidak ada jaringan dari awal beli komplain juga lama proses nya,12
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,3,"respon dan proses penjualnya lama, terimakasih",Lebih dari 1 tahun lalu,,6cfffe065837,Netral,[EDA] respon dan proses penjualnya pelan terimakasih,respon dan proses penjualnya pelan terimakasih,6
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,T***a,1,minta ibox di kasih gdn .. pengiriman lama sekali..,Lebih dari 1 tahun lalu,White - 256GB,0dbc3307f950,Negatif,[EDA] minta ibox di kasih gdn pengiriman lambat sekali,minta ibox di kasih gdn pengiriman lambat sekali,8
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"Fast Respon, admin ramah barang sesuai pesanan, semoga nanti bisa order lagi kalo ada rejeki lagi",Lebih dari 1 tahun lalu,Blue - 128GB,bd5029095a28,Positif,"Fast Respon, admin ramah barang sesuai pesanan, semoga nanti bisa order lagi kalo ada rejeki lagi",fast respon admin ramah barang sesuai pesanan semoga nanti bisa order lagi kalo ada rejeki lagi,16
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Pelayanan Okee bgt, walaupun ada sedikit misscom. Overall mantep deh. Mana dpt gift lagii seneng bgt🥰🥰",Lebih dari 1 tahun lalu,Black,877e534e058d,Positif,"Pelayanan Okee bgt, walaupun ada sedikit misscom. Overall mantep deh. Mana dpt gift lagii seneng bgt🥰🥰",pelayanan okee bgt walaupun ada sedikit misscom overall mantep deh mana dpt gift lagii seneng bgt,16
"(RESMI) iPhone 17 Pro Max ProMax 256GB 512GB 1TB A19 Pro Chip Silver Cosmic Orange Deep Blue - 256GB, Deep Blue",Putra Group,S***n,5,Barang bagus original dan packing oke..cuma pengiriman aja agak lama banget di tungguin dari pagi sampai nya jam 21.00 sampai2 hopless..,2 bulan lalu,1TB - Silver,7f33bc647060,Positif,Barang bagus original dan packing oke..cuma pengiriman aja agak lama banget di tungguin dari pagi sampai nya jam 21.00 sampai2 hopless..,barang bagus original dan packing oke cuma pengiriman aja agak lama banget di tungguin dari pagi sampai nya jam 21 00 sampai2 hopless,23
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,3,"Proses lambat, 2jam, pengiriman hanya 30 menit. Janji mau dikasih screen protector (kalau masih ada) tdk dikasih dan tidak ada berita. Ditanya baru dijawab habis. Sy kec...",Lebih dari 1 tahun lalu,Promax 256GB - Silver IBOX,7d17129a5d1c,Netral,[EDA] proses lambat pengiriman hanya 30 menit janji mau dikasih screen protector kalau masih dikasih dan tidak ada berita ditanya baru dijawab habis sy kec,proses lambat pengiriman hanya 30 menit janji mau dikasih screen protector kalau masih dikasih dan tidak ada berita ditanya baru dijawab habis sy kec,27
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,3,"keaslian sih okeh. garansi oke belum aktivasi. tp sorry. packaging terlalu tipis untuk harga barang diatas 6jt. bikin repot pembeli. dus banyak yang penyok, untungnya cu...",1 bulan lalu,IPHONE 14 BLUE,86c5d7a81665,Netral,[EDA] keaslian sih okeh garansi oke belum tp sorry packaging terlalu tipis untuk harga barang diatas 6jt bikin repot pembeli banyak yang penyok untungnya cu,keaslian sih okeh garansi oke belum tp sorry packaging terlalu tipis untuk harga barang diatas 6jt bikin repot pembeli banyak yang penyok untungnya cu,26
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,P***u,3,untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam. gila harga 21jt masih disuruh beli packing lag...,Lebih dari 1 tahun lalu,Black - 128GB,7ff997a39d70,Netral,[EDA] untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam gila harga 21jt masih disuruh beli packing lag,untuk hp harga 21jt tidak di packing secara layak hanya bubble tanpa ada pelindung yang lain misal kardus atau stereo foam gila harga 21jt masih disuruh beli packing lag,29
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Milano Cell,Anonymous,3,Pengirimannya lama. Untung brg sampe dgn selamat,Lebih dari 1 tahun lalu,Black,7aa09982bc36,Netral,[EDA] untung brg sampe selamat,untung brg sampe selamat,7
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,1,BARANG DITUKAR DENGAN KARDUS YANG DILIPAT. PENIPU!,Lebih dari 1 tahun lalu,Promo Black - 256GB,532be3828842,Negatif,[EDA] barang ditukar dengan kardus yang dilipat penipu,barang ditukar dengan kardus yang dilipat penipu,7
"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,A***a,1,Kalau beli di toko ini harus sabar-sabar setidaknya jangan pesan instan kurir karena udah pasti ngga akan terkirim sesuai ekspektasi. Barang yg dijual bagus tapi sama sek...,Lebih dari 1 tahun lalu,Promax 256GB - Blue IBOX,af2ec94a4759,Negatif,[EDA] kalau beli di toko ini harus sabar sabar setidaknya jangan pesan instan kurir karena udah pasti ngga akan terkirim sesuai ekspektasi barang yg bagus tapi sama sek,kalau beli di toko ini harus sabar sabar setidaknya jangan pesan instan kurir karena udah pasti ngga akan terkirim sesuai ekspektasi barang yg bagus tapi sama sek,28
