review_id,product_name,product_url,store_name,reviewer_name,rating,review_text,review_date,variant,helpful_count,scraped_at
94dce7bb583e,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Pertama beli hp di online... Real garansi i box donk, top deh millano... Semoga hpnya awet",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
86f3b1c27b60,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,P***u,5,Baru bisa kasih ulasan karena barangnya di retur karena tidak sesuai pesanan. Alhamdulillah seller amanah di kirim ulang yang sesuai pesanan Harusnya paket di terima tan...,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
62fb31fec4dd,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,L***l,5,"recommended bgt buat beli disini, pengiriman ke sulsel cepat dan tepat waktu. barang aman tanpa lecet, dan ada gratis softcase. sukses teruss !!",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
fea4a9dcdce0,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,O***g,5,"Alhamdulillah amanah tokonya, terima kasih kak iphonenya ori ibox. Semoga di lancarkan rezekinya kak, 100% amanah",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
98fdb68269f7,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Alhamdulillah memang bener"" ORI 100% awalnya ragu pesan online tapi setelah di cek smua akun memang bener"" terpercaya,BH juga 100%,thankyouuuuu @milanocell🙏🥰🥰",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
d139ab022a9c,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,A***t,5,"Terimakasih kak😃..barang sudah sampai dengan selamat,,,sesuai pesanan,,benar2 original iBox,,segel greenpel,dapat bonus case dan tempered glass,,,hrg termurah dpat di hr...",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
4b045651830a,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Jujur takut banget beli di online tapi alhamdulillah paket datang dengan selamat pengemasannya pun aman buat yg mau beli jangan ragu ya. Thanks milano cell,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
400e7ed644de,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,m***a,5,"Pokoknya brgnya ori, dijamin 100% Sumpah! yg ragu buat beli di Milano mending gadulu deh, dsnituh udah terpercaya🥰 btw mksih min... pc kookienya gaada🥲",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
cd4b870b1912,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Hp muluss sampe tujuan Kalimantan tengah mantab dah, barang mulus Sampek tujuan bh 100, IMEI terdaftar, semoga awet",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
a79f1ad59b37,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,F***h,5,Luar biasa amanahh barang ori mantul daah,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
10cf14a0830e,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,D***y,5,"Jangan ragu belanja ditokoh ini,dijamin barang datang dan kualitas barang beneran baru woyyy😍😍😍 admin nya juga pada baik baik semua 😭😭😭 berkah selalu Milano call 🤲...",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
31dfc6c941c5,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Alhamdulillah paketannya datang dengan aman walaupun agak Lama nunggunya fex warnanya yang saya inginkan makasih mimin,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
4a27a3b48cfe,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Makasih min sesuai sama yang dinginkan yang datang gak lecet sama sekali amanah selalu min☺️,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
2cccf31b1ab1,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,T***o,5,Seneng banget hpnya bagus banget packingny berlapis lapis cinta banget deh pokoknya,Lebih dari 1 tahun lalu,Varian: Purple,0,2026-01-12T20:28:42.369832
c1b011cfee17,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Real garansi ibox 🥰😍 Gak rugi kalo beli di toko ini.. Tapi pengiriman agak lama..,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
cb11c2d9725c,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Pengemasan nya cepat. Pesan malam besok nya lansung kirim gercep tokonya. Barang nya ok. Mantul. Makasih buat tokonya. Cuma jasa kirim nya lemot. Biasanya kilat. pas nung...,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
fd0a90f0406b,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Terimakasih milano cell, brangnya ori😊😊",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
830773015cb4,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,A***f,5,Barang Garansi ibox Toko nya ada di ITC kuningan,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
e878f952000e,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Value of money: Dpt harga flashsale, murah drpd ibox Compared to description: Good Quality of product: Good",Lebih dari 1 tahun lalu,Varian: Red,0,2026-01-12T20:28:42.369832
b7a8c67e4f68,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,C***a,5,Original 100% iboxxx Sukses selalu milanoo cell,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
9507c6f25f74,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"ALHAMDULILLAH IP 11 MELUNCUR DENGAN SELAMAT GARANSI IBOX BELI DI LIVE NYA WENNY WIJAYA , STORE MILANO SANGAT TERPERCAYA TERIMAKASIH",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
1de5a882f384,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,i***l,5,"Mantab semua original ibox , bunos juga dapat",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
a13475cd8a68,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Tahank you kak... brgnya ori smpe dgn slamt... packing.an.x double2 bublewrap jdi aman ...,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
2ae0f12498ce,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,D***s,5,"sengaja lama kasih ulasannya karena mau coba dulu sampai 1 minggu,sejauh ini sih aman² aja gak ada kendala,imei terdaftar BH100 bener² ori cokkkkkk!!!!!",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
877e534e058d,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Pelayanan Okee bgt, walaupun ada sedikit misscom. Overall mantep deh. Mana dpt gift lagii seneng bgt🥰🥰",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
3c4b511b3379,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,A***g,5,Realpek barang sampai dengan selamat tokonya amanah Alhamdulillah senang banget akhirnya udah bisa punya iPhone baru🥰🥰🥰💯💯💯,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
2d9341928917,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,S***a,5,paling terbaik🥰 bintang 100 pokoknya klw bisa🥺❤️,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
d7e0c51548e4,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Terimah kasih milano cell, barang udah sampai dan semoga barang nya awet. Puas banget belanja fi toko ini jadi yang mau CO mending CO sekarang karna barang nya RCMD bange...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
c14b87f37b85,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Barang datang dgn aman dan baik trimakasi akak² milano..... smoga awet selalu Aamiin...,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
ab79e204244d,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Terima kasih banyak, terima kasih untuk free nya. Barang original ibox pengiriman cepetttttt dan aman tentunya",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
15056f959175,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Alhamdulillah barang nya datang pas tanggal 25 Juni,cuma aku bukan dapet yg iBox tapi yg kode SA/A sama sama resmi indo jga katanya Alhamdulillah dapet harga 6,4juta di...",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
eb2094bfd500,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,c***s,5,Kerenn pembelian ke dua kali terpercaya sangat millano cell😍😍,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
f595e7a5b849,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"bagus hp nya sudah datang, recomended sekali bubble wrap super teballl. yang mau beli jangan ragu pokoknya",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
f91112dc6d42,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,s***i,5,"pengiriman cepat dan peking nya aman, aku suka nex bakal order lg, makasih seller",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
49ed14db4b94,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,B***o,5,Yang di tunggu-tunggu akhirnya datang juga. Barang Original New iPhone resmi Indonesia. Buat teman-teman yang mau order iPhone secara online aku kasih rekomendasi untuk b...,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
06abf0886aa2,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"aaa awal nya ragu"" untuk order setelah cek vt""nya and cek komen/review yang order di store ini jadi langsung order pas ada promo and gak nyesel sesuai expetasi ba...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
d820438e5152,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,Pas awal beli Masi ragu ternyata benaran dong rill ORI lagi GK nyesel beli di Milano cell bakalan langganan de di kirm dengan keadaan utuh,Lebih dari 1 tahun lalu,Varian: Purple,0,2026-01-12T20:28:42.369832
53b8721d7ca0,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,y***r,5,"Trusted seller, pelayanan ramah, packaging aman sangat tebal berlapis lapis, dapat harga subsidi murah abis tambah dapat bonus tempered dan case, garansi saat hp di aktiv...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
76a94c1d14cb,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,M***a,5,"Masha Allah tabrakallah🥰 seneng bgt selamat smpai tujuan ke papua hihi.. awalnya kesel karna 4 harian barang blm di krm, tpi gk lama hbis di krm langsung nyampe, dan ses...",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
03ebb34696e1,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Bagus bgt si asli,sedikit kecewa si pengiriman nya lama doang cuman oke lah puas bgt sama hasilnya",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832
64eb4590c617,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,Anonymous,5,"Value of money: Awalnya ragu untuk beli di tik tok shop karena memang belum pernah belanja di tik tok shop sebelumnya, coba cek out eh bneran sampe dan beneran garansi re...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
da9662df93b1,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,Unknown,A***x,5,Hp garansi resmi ibox dan dapat bonus emas.Pengiriman sesuai jadwal. Terima kasih Seller🙏,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832
